	sw480_APC_1	sw480_APC_2	sw480_APC_3	sw480_CONTROL_1	sw480_CONTROL_2	sw480_CONTROL_3	sw480-1	sw480-2	sw480-3	cds_length	gene_name
NM_014491	0	0	0	0	0	0	0	0	0	6368	FOXP2
NM_014582	0	1	0	0	0	0	0	0	0	689	OBP2A
NM_014589	0	0	0	0	0	1	1	0	0	487	PLA2G2E
NM_014596_2	0	0	0	0	0	0	0	0	1	743	ZNRD1
NM_014717	0	1	0	0	0	0	1	1	0	4935	ZNF536
NM_014890	0	0	0	1	2	2	13	25	13	3274	FILIP1L
NM_014893	0	0	0	0	0	0	0	0	0	5409	NLGN4Y
NM_014927	0	0	0	0	0	0	0	0	0	5759	CNKSR2
NM_014954	0	0	2	1	3	1	2	1	3	4580	RPH3A
NM_015364	0	0	4	1	3	4	2	9	1	615	LY96
NM_015370	0	1	1	0	2	0	0	0	0	1070	C22orf31
NM_015424	0	0	0	0	0	1	0	0	0	1678	CHRDL2
NM_015463	0	0	0	0	0	0	0	0	0	1998	CNRIP1
NM_015551	0	1	0	1	1	2	0	1	0	5005	SUSD5
NM_015559	0	2	3	6	6	0	14	7	15	9899	SETBP1
NM_015668	0	1	0	0	0	1	2	1	0	4184	RGS22
NM_015669	0	1	2	2	2	6	10	14	12	2905	PCDHB5
NM_015686	0	1	0	0	0	0	0	0	0	4019	FAM155B
NM_015718	0	1	0	0	0	0	0	0	0	2044	NOX3
NM_016152	0	1	1	1	0	0	2	1	0	2774	RARB
NM_016212	0	1	1	0	2	5	3	4	5	1429	TP53TG3
NM_016276	0	1	0	4	1	4	1	8	2	2120	SGK2
NM_016279	0	0	0	0	0	0	0	0	0	3075	CDH9
NM_016318	0	0	0	0	0	1	0	0	0	1758	P2RX2
NM_016523	0	0	0	0	0	0	0	0	0	1241	KLRF1
NM_016562	0	2	1	2	0	0	0	0	0	4992	TLR7
NM_016931	0	3	1	1	0	3	0	1	1	4378	NOX4
NM_017419	0	0	0	0	0	0	0	0	0	1692	ASIC5
NM_017424	0	1	0	0	0	1	2	0	0	3927	CECR1
NM_017460	0	1	0	1	0	0	0	0	1	2792	CYP3A4
NM_017637	0	2	0	131	107	132	57	34	45	12926	BNC2
NM_017655	0	1	0	0	0	0	0	0	1	2823	GIPC2
NM_017938	0	1	0	0	1	0	0	0	1	3497	TMEM255A
NM_018086	0	0	0	0	0	0	0	0	0	4535	FIGN
NM_018088	0	0	0	2	0	1	1	1	1	2516	FAM90A1
NM_018176	0	2	1	0	0	1	0	1	1	6339	LGI2
NM_018286	0	1	0	2	0	0	2	1	2	1755	TMEM100
NM_018296	0	0	0	1	0	2	0	0	1	2401	LRRC36
NM_018414	0	0	0	0	0	0	0	1	0	2544	ST6GALNAC1
NM_018460	0	0	0	0	0	0	0	0	0	1759	ARHGAP15
NM_018643	0	1	0	0	0	0	0	0	0	1633	TREM1
NM_018679	0	1	0	2	0	0	0	0	0	2023	TCP11
NM_018723	0	0	0	0	0	0	3	0	0	4775	RBFOX1
NM_018950_6	0	0	0	0	0	0	0	0	0	1284	HLA-F
NM_018980	0	3	1	0	2	1	2	2	3	1150	TAS2R5
NM_019010	0	1	0	5	0	1	4	0	4	1805	KRT20
NM_019101_4	0	0	0	0	0	0	0	0	0	761	APOM
NM_019604	0	0	1	0	0	0	0	0	0	2422	CRTAM
NM_019841	0	0	0	0	0	1	0	0	0	2486	TRPV5
NM_019888	0	1	0	0	0	0	1	0	0	1084	MC3R
NM_019894	0	2	3	0	0	1	0	0	2	3533	TMPRSS4
NM_020066	0	0	0	0	0	0	0	0	0	6429	FMN2
NM_020190	0	2	3	6	4	0	0	4	2	1814	OLFML3
NM_020318	0	1	0	1	2	0	0	0	0	6920	PAPPA2
NM_020351	0	0	0	0	0	0	0	1	0	3029	COL8A1
NM_020363	0	0	0	0	0	0	0	0	0	3853	DAZ2
NM_020364	0	0	0	0	0	0	0	0	0	3516	DAZ3
NM_020364_3	0	0	0	0	0	0	0	0	0	3516	DAZ3
NM_020369	0	1	1	0	0	0	0	2	2	1891	FSCN3
NM_020398	0	2	1	0	0	1	3	1	5	1989	EPPIN
NM_020420	0	0	0	0	0	0	0	0	0	3372	DAZ4
NM_020420_4	0	0	0	0	0	0	0	0	0	3372	DAZ4
NM_020630	0	0	0	0	0	0	5	1	2	4159	RET
NM_020661	0	1	0	1	0	0	0	0	1	2794	AICDA
NM_020685	0	1	0	0	0	0	0	0	0	767	C3orf14
NM_020708	0	0	2	1	1	1	1	2	0	6059	SLC12A5
NM_020737	0	0	0	0	0	1	0	0	0	3144	LRFN2
NM_020766	0	0	0	0	1	1	1	0	0	9612	PCDH19
NM_020858	0	1	1	0	0	0	0	0	0	5913	SEMA6D
NM_020922	0	0	2	1	1	4	2	0	0	11343	WNK3
NM_020957	0	1	0	0	0	0	1	1	2	4817	PCDHB16
NM_020973	0	1	0	1	0	0	0	0	0	2147	GBA3
NM_020975	0	0	0	0	0	0	4	2	1	5615	RET
NM_021016	0	0	0	1	2	2	1	1	2	1908	PSG3
NM_021018	0	1	5	2	1	3	3	1	2	466	HIST1H3F
NM_021023	0	0	0	0	0	0	0	0	0	1640	CFHR3
NM_021165	0	2	0	2	1	0	0	0	1	3558	FAM5B
NM_021175	0	1	0	0	0	0	0	0	0	426	HAMP
NM_021195	0	1	0	2	1	1	1	2	0	1370	CLDN6
NM_021201	0	1	1	0	0	0	0	0	1	3008	MS4A7
NM_021245	0	3	0	0	0	1	0	0	0	1583	MYOZ1
NM_021620	0	1	0	0	0	0	9	4	6	3204	PRDM13
NM_021637	0	1	0	0	0	0	1	2	1	2070	TMEM35
NM_021733	0	0	0	1	0	0	0	0	1	1812	TSKS
NM_021912	0	0	0	0	0	0	0	0	2	5732	GABRB3
NM_021956	0	1	0	0	0	0	0	0	0	4592	GRIK2
NM_021957	0	1	1	1	0	1	1	0	0	3132	GYS2
NM_021995	0	1	0	0	0	0	0	0	0	634	UTS2
NM_022148_2	0	3	2	0	1	0	0	0	0	770	CRLF2
NM_022160	0	3	1	1	0	1	0	0	0	2302	DMRTA1
NM_022462	0	1	1	0	0	0	0	0	0	5788	HIF3A
NM_022553	0	0	0	0	0	0	0	0	0	950	VPS52
NM_023915	0	2	1	0	0	0	0	0	0	1519	GPR87
NM_024164	0	1	1	0	0	2	0	0	1	1165	TPSB2
NM_024574	0	0	1	3	0	0	12	16	12	2871	NDNF
NM_024575	0	1	1	0	0	0	0	1	0	1178	TNFAIP8L2
NM_024603	0	1	0	0	1	0	1	0	0	1328	BEND5
NM_024626	0	0	0	0	0	0	0	0	0	2638	VTCN1
NM_024645	0	0	0	0	0	0	0	0	0	2467	ZMAT4
NM_024781	0	0	0	0	0	1	0	0	0	2711	CCDC102B
NM_024850	0	0	0	0	0	0	0	0	0	2229	BTNL8
NM_024873	0	2	2	0	0	0	0	2	0	2415	TNIP3
NM_024921	0	0	0	0	1	0	0	1	0	3948	POF1B
NM_025014	0	1	0	0	0	0	0	1	0	4140	ARHGEF15
NM_025237	0	2	2	0	0	0	1	1	0	2300	SOST
NM_030642	0	0	0	0	0	0	0	0	0	1437	APOL5
NM_030651_2	0	0	0	0	0	0	0	0	0	1896	PRRT1
NM_030651_5	0	0	0	0	0	0	0	0	0	1896	PRRT1
NM_030652	0	0	0	0	0	0	0	0	0	1292	EGFL8
NM_030657	0	0	0	1	0	1	1	0	1	984	LIM2
NM_031200	0	1	2	1	0	0	0	0	0	2567	CCR9
NM_031291	0	0	0	0	0	0	0	1	1	1812	SLC25A31
NM_031309	0	1	0	3	2	1	16	15	14	3552	SCRT1
NM_031415	0	1	0	0	0	0	0	0	1	2714	GSDMC
NM_031418	0	0	0	0	0	0	0	0	0	5936	ANO3
NM_031422	0	0	0	0	0	0	0	0	0	2259	CHST9
NM_031440	0	1	0	6	3	6	1	3	1	817	RTP3
NM_031451	0	0	0	0	0	0	0	0	1	1583	TEX101
NM_031457	0	0	0	0	0	0	0	0	0	1354	MS4A8B
NM_031911	0	1	0	0	0	0	0	0	0	4348	C1QTNF7
NM_031939	0	2	0	1	1	0	0	0	0	5258	MRO
NM_031957	0	1	0	1	1	2	3	2	5	1176	KRTAP1-5
NM_032028	0	1	0	1	0	0	0	0	0	2478	TSSK1B
NM_032100	0	1	0	1	0	0	1	1	0	2463	PCDHGB6
NM_032147	0	2	0	2	2	3	1	4	1	3467	USP44
NM_032279	0	0	0	0	0	0	0	1	0	4274	ATP13A4
NM_032372	0	1	0	0	2	0	0	0	1	1876	DYDC2
NM_032456	0	1	2	8	7	4	9	5	10	4928	PCDH7
NM_032504	0	1	0	0	0	0	1	0	0	13562	UNC80
NM_032526	0	0	0	1	0	1	0	1	0	1107	NT5C1A
NM_032554	0	1	0	0	1	0	0	0	0	2977	HCAR1
NM_032583	0	0	0	1	3	0	1	3	0	4576	ABCC11
NM_032598	0	0	0	0	0	0	0	0	0	1465	SPATA22
NM_032735	0	1	1	0	0	0	0	0	0	3532	BEST3
NM_032781	0	0	0	0	1	1	0	0	0	3090	PTPN5
NM_032787	0	0	1	0	0	0	0	0	0	3140	GPR128
NM_032918	0	0	0	0	0	0	0	1	0	2325	RERG
NM_033100	0	1	0	4	4	0	3	6	2	5429	CDHR1
NM_033101	0	1	0	0	0	0	0	0	0	1733	LGALS12
NM_033151	0	0	0	1	2	0	1	3	0	4862	ABCC11
NM_033177_5	0	1	0	0	0	1	0	0	1	2769	GPANK1
NM_033178_3	0	0	0	0	0	0	0	0	0	1614	DUX4
NM_033194	0	1	0	2	0	0	1	1	1	616	HSPB9
NM_033337	0	1	0	0	0	0	3	0	0	1431	CAV3
NM_033377	0	0	0	0	0	0	0	0	0	732	CGB1
NM_033438	0	0	0	0	0	0	0	1	0	1156	SLAMF9
NM_033554	0	0	0	0	0	0	0	0	0	1681	HLA-DPA1
NM_033554_2	0	0	0	0	0	0	0	0	0	1681	HLA-DPA1
NM_033554_7	0	0	0	0	0	0	0	0	0	1681	HLA-DPA1
NM_052828_7	0	0	0	0	0	0	0	0	0	3005	TRIM10
NM_052867	0	0	0	0	0	0	0	0	0	6923	NALCN
NM_052890	0	2	2	0	0	0	0	0	0	1881	PGLYRP2
NM_052942	0	1	2	2	2	0	0	2	3	4051	GBP5
NM_052954	0	0	0	0	0	0	1	0	0	3079	CYYR1
NM_052964	0	0	0	0	0	0	0	0	0	1677	CLNK
NM_054030	0	0	0	0	0	0	0	0	0	2035	MRGPRX2
NM_054107	0	0	0	0	0	0	0	0	0	942	OR1J2
NM_054110	0	1	0	0	1	0	2	1	0	4641	GALNTL2
NM_054113	0	1	0	0	0	0	0	1	0	661	CIB3
NM_058173	0	1	1	29	26	46	8	9	15	489	MUCL1
NM_080596	0	1	2	3	3	3	3	0	0	439	HIST1H2AH
NM_080606	0	0	0	0	0	0	1	0	0	1057	BHLHE23
NM_080661	0	0	0	0	0	0	0	0	0	2095	GLYATL1
NM_080679_3	0	0	0	0	0	0	0	0	0	6104	COL11A2
NM_080679_4	0	0	0	0	0	0	0	0	0	5797	COL11A2
NM_080679_7	0	0	0	0	0	0	0	0	0	6104	COL11A2
NM_080680_2	0	0	0	0	0	0	0	0	0	6425	COL11A2
NM_080680_5	0	0	0	0	0	0	0	0	0	6425	COL11A2
NM_080680_6	0	0	0	0	0	0	0	0	0	6118	COL11A2
NM_080681_4	0	0	0	0	0	0	0	0	0	6167	COL11A2
NM_080681_5	0	0	0	0	0	0	0	0	0	5860	COL11A2
NM_080681_7	0	0	0	0	0	0	0	0	0	6167	COL11A2
NM_080740	0	1	0	0	0	1	0	2	0	2147	ZNF280A
NM_080830	0	0	0	0	0	0	0	0	0	448	CST11
NM_080862	0	0	0	2	0	3	5	8	7	2409	SPSB4
NM_080869	0	0	0	0	0	0	0	0	0	774	WFDC12
NM_080870_4	0	0	0	0	0	0	0	0	1	5285	DPCR1
NM_080912	0	0	0	2	0	2	1	1	1	1544	ASGR2
NM_080913	0	0	0	2	0	2	0	1	0	1384	ASGR2
NM_080914	0	0	0	1	0	2	0	1	0	1202	ASGR2
NM_130386	0	0	0	0	0	0	0	0	0	3134	COLEC12
NM_130463_6	0	0	0	0	0	0	0	0	0	1603	ATP6V1G2
NM_130784	0	0	0	0	0	0	0	0	0	1375	SYCE1
NM_130794	0	0	0	0	0	0	0	0	0	553	CST11
NM_130806	0	0	0	0	0	0	0	0	0	2803	RXFP2
NM_130830	0	1	4	1	3	0	2	1	4	5883	LRRC15
NM_134444	0	1	2	2	2	7	3	2	2	3674	NLRP4
NM_138282_2	0	0	0	0	0	0	0	0	0	1449	ATP6V1G2
NM_138283	0	0	1	0	0	0	1	0	0	736	CSTL1
NM_138382	0	1	0	0	1	0	0	0	0	1186	RIPPLY1
NM_138735	0	0	0	0	0	0	0	0	0	5575	NRXN1
NM_138812	0	1	1	0	0	0	0	0	0	764	DYDC1
NM_138964	0	1	1	0	0	0	0	0	0	1182	PROKR1
NM_139017	0	0	1	2	2	5	0	1	1	2704	IL31RA
NM_139176	0	0	0	0	0	0	0	0	0	3337	NLRP7
NM_139318	0	0	0	0	0	0	0	0	0	3299	KCNH5
NM_144492	0	0	0	0	0	0	0	0	0	1941	CLDN14
NM_144612	0	0	0	0	0	0	0	0	0	6854	LOXHD1
NM_144615	0	1	0	0	0	0	0	0	0	1266	TMIGD2
NM_144644	0	1	0	0	0	0	0	0	0	1233	SPATA4
NM_144670	0	0	0	0	0	0	0	0	1	5192	A2ML1
NM_144966	0	0	0	0	0	0	0	0	0	10086	FREM1
NM_145000	0	0	0	1	0	0	0	0	0	2543	RANBP3L
NM_145046	0	1	1	4	2	0	1	4	1	1292	CALR3
NM_145053	0	1	0	0	0	0	0	0	0	2334	UBQLNL
NM_145186	0	0	0	1	2	0	1	3	0	4462	ABCC11
NM_145272	0	1	0	2	2	2	2	0	0	1031	C17orf50
NM_145657	0	1	1	7	9	8	10	5	7	847	GSX1
NM_145865	0	1	1	0	0	1	0	3	0	2906	ANKS4B
NM_145891	0	0	0	0	0	0	2	0	0	4102	RBFOX1
NM_145892	0	0	0	0	0	0	2	0	0	4024	RBFOX1
NM_145893	0	0	0	0	1	0	2	0	0	4155	RBFOX1
NM_147168	0	0	1	2	1	3	4	0	4	712	C9orf24
NM_147169	0	0	1	1	1	1	2	0	2	558	C9orf24
NM_147175	0	0	0	0	0	0	0	0	0	4447	HS6ST2
NM_147191	0	1	0	0	0	0	0	0	0	1914	MMP21
NM_147198	0	0	0	0	0	0	1	2	0	659	WFDC9
NM_148897	0	1	0	1	0	0	0	0	0	1765	SDR9C7
NM_148898	0	0	0	0	0	0	0	0	0	6443	FOXP2
NM_148899	0	0	0	0	0	0	0	0	0	1410	FOXP2
NM_148900	0	0	0	0	0	0	0	0	0	6419	FOXP2
NM_152311	0	1	0	1	0	0	0	0	0	1143	CLRN3
NM_152397	0	0	0	0	0	0	0	0	0	730	IQCF1
NM_152439	0	1	1	0	0	0	0	0	0	2878	BEST3
NM_152453	0	0	0	0	0	0	0	0	0	1158	TMCO5A
NM_152457	0	1	0	1	0	0	0	0	0	1773	ZNF597
NM_152462	0	1	1	1	1	0	2	1	1	1874	SLC35G3
NM_152539	0	0	0	0	0	0	0	0	0	1814	C3orf30
NM_152554	0	1	1	1	2	1	1	0	0	2070	C6orf195
NM_152565	0	1	0	0	0	0	0	0	0	2370	ATP6V0D2
NM_152596	0	1	1	1	1	1	1	2	3	2934	EXD1
NM_152610	0	3	1	2	0	1	0	3	2	2098	C1orf65
NM_152635	0	0	0	0	0	0	2	0	0	2361	OIT3
NM_152670	0	1	0	0	0	2	0	1	0	796	TEX37
NM_152679	0	1	1	1	1	1	1	0	0	2118	SLC10A4
NM_152710	0	0	1	0	0	1	1	0	0	1583	TBATA
NM_152781	0	0	0	0	0	0	1	0	0	1969	C17orf66
NM_152794	0	1	1	0	0	0	0	0	0	5884	HIF3A
NM_152795	0	1	1	0	0	0	0	0	0	5852	HIF3A
NM_152989	0	0	0	0	0	0	0	0	0	4549	SOX5
NM_153007	0	1	0	0	0	0	0	0	0	1149	ODF4
NM_153209	0	0	1	1	1	0	0	0	0	3643	KIF19
NM_153370	0	2	0	0	0	0	1	0	0	2190	PI16
NM_153442	0	1	0	0	0	0	0	0	0	10304	GPR26
NM_153616	0	1	1	0	0	0	0	0	0	5874	SEMA6D
NM_153617	0	1	1	0	0	0	0	0	0	5931	SEMA6D
NM_153618	0	1	1	0	0	0	0	0	0	6099	SEMA6D
NM_153619	0	1	1	0	0	0	0	0	0	5909	SEMA6D
NM_153764	0	0	0	1	2	2	2	0	0	2452	KCNJ1
NM_153765	0	0	0	1	2	2	2	0	0	2585	KCNJ1
NM_153766	0	2	0	1	2	2	2	0	0	2622	KCNJ1
NM_153767	0	2	0	1	2	2	2	0	0	2755	KCNJ1
NM_170682	0	0	0	0	0	1	0	0	0	1830	P2RX2
NM_170683	0	0	1	0	0	1	1	0	0	1908	P2RX2
NM_170783_6	0	0	0	0	0	0	0	0	1	859	ZNRD1
NM_172103	0	1	1	1	0	0	0	0	0	5624	EYA4
NM_172105	0	1	1	1	0	0	0	0	0	5693	EYA4
NM_172239	0	1	2	0	1	0	0	0	0	7032	REXO1L1
NM_172242	0	0	0	1	0	0	0	1	0	2473	SPAG6
NM_172347	0	0	0	1	1	2	0	0	0	2763	KCNG4
NM_172348	0	0	0	0	0	1	0	0	0	570	IL4
NM_172375	0	0	0	0	0	0	0	0	0	3102	KCNH5
NM_172376	0	0	0	0	0	0	0	0	0	2490	KCNH5
NM_173202	0	1	3	1	0	0	0	2	0	708	IL37
NM_173203	0	1	3	1	0	0	0	2	0	588	IL37
NM_173204	0	1	3	1	1	0	0	3	0	651	IL37
NM_173205	0	1	3	1	0	0	0	2	0	651	IL37
NM_173516	0	0	0	1	1	0	0	1	1	1920	PNLDC1
NM_173533	0	0	0	0	1	0	0	0	0	3793	TDRD5
NM_173544	0	1	0	1	1	2	1	1	1	2508	FAM129C
NM_173571_8	0	0	0	0	0	0	0	0	0	1293	CT47A11
NM_173664	0	1	3	17	12	14	18	22	18	2405	ARL10
NM_173667	0	2	0	0	0	1	1	1	0	2970	C5orf64
NM_173728	0	1	0	0	0	0	0	1	0	4204	ARHGEF15
NM_173850	0	0	0	1	0	0	1	0	1	2061	SERPINA12
NM_173860	0	0	0	2	0	0	2	1	1	849	HOXC12
NM_174872	0	0	0	0	0	1	0	0	0	1554	P2RX2
NM_174873	0	0	0	0	0	1	0	0	0	1629	P2RX2
NM_174914	0	1	0	0	0	0	0	0	0	2385	UGT3A2
NM_174937	0	0	0	0	0	0	0	0	1	2617	TCERG1L
NM_175569	0	0	0	2	2	0	0	1	1	2886	XG
NM_175607	0	0	0	0	0	0	0	0	0	5161	CNTN4
NM_175768	0	1	0	0	0	0	0	0	0	4679	GRIK2
NM_175885	0	2	0	1	2	1	5	2	2	1861	FAM181B
NM_176817	0	2	2	3	0	0	0	3	1	1143	TAS2R38
NM_176875	0	0	0	0	0	0	0	0	0	2183	CCKBR
NM_177405	0	1	0	0	0	1	2	0	0	3071	CECR1
NM_178010	0	0	0	0	0	0	0	0	0	3116	SOX5
NM_178160	0	1	0	2	0	2	1	1	1	2147	OTOP2
NM_178172	0	0	0	0	2	0	1	0	0	2281	GPIHBP1
NM_178233	0	0	0	0	0	0	0	0	0	1791	OTOP3
NM_178457	0	1	2	2	1	1	12	22	9	9403	ZNF831
NM_178543	0	0	0	0	0	0	0	0	0	1842	ENPP7
NM_178556	0	1	1	0	0	0	0	0	0	1645	TRIML1
NM_178565	0	0	0	0	0	0	1	0	0	3149	RSPO2
NM_178839	0	1	2	0	0	0	2	0	2	2212	LRRTM1
NM_181449	0	1	0	0	1	0	0	0	0	3525	CD300E
NM_181670	0	0	0	0	2	1	1	1	2	3605	ANKS1B
NM_181776	0	1	0	1	1	0	1	0	0	3421	SLC36A2
NM_181788	0	1	0	1	0	0	0	0	0	1300	H1FNT
NM_181842_3	0	0	0	0	0	0	0	0	0	1865	ZBTB12
NM_181874	0	0	0	0	0	0	0	1	0	4239	GRM7
NM_182506	0	0	0	0	0	0	0	0	0	1953	MAGEB10
NM_182522	0	0	0	0	0	0	0	0	0	2294	FAM19A4
NM_182554	0	0	0	0	0	0	0	0	0	827	C10orf53
NM_182587	0	1	0	0	0	0	1	0	0	13490	UNC80
NM_182833	0	0	0	0	0	0	0	0	0	2533	GDPD4
NM_182854	0	0	0	0	0	0	0	0	0	1555	SNX20
NM_182894	0	2	0	0	0	0	0	1	1	2995	VSX2
NM_194286	0	1	0	0	2	2	3	0	1	8477	SRRM4
NM_194293	0	1	0	2	0	2	3	2	1	6451	XIRP1
NM_198081	0	0	0	0	0	0	0	0	0	4536	SCML4
NM_198179	0	1	0	0	0	0	0	0	0	2347	QRFPR
NM_198271	0	4	4	7	14	6	11	5	8	4099	LMOD3
NM_198274	0	0	0	0	0	0	0	0	0	4429	SMYD1
NM_198391	0	1	2	0	0	1	3	5	2	4024	FLRT3
NM_198491	0	0	0	0	0	0	0	0	0	1897	FAM92B
NM_198498	0	1	0	0	0	0	0	0	0	1051	C11orf53
NM_198512	0	0	0	0	0	0	1	0	0	1708	DGAT2L6
NM_198538	0	1	2	0	2	1	0	1	1	957	SBSN
NM_198560	0	0	0	1	0	1	0	0	0	4880	LHFPL4
NM_198682	0	0	0	0	0	0	0	0	0	1689	GYPE
NM_198827	0	1	1	0	1	2	0	1	3	5384	GPR133
NM_198995	0	0	0	0	0	0	0	0	0	3310	CCDC178
NM_198998	0	0	0	2	4	1	1	3	0	1084	AQP12A
NM_199290	0	2	1	1	3	5	0	1	1	770	NACA2
NM_199335	0	1	0	0	0	0	0	0	0	4706	FYB
NM_199453	0	0	0	0	0	0	0	0	0	1440	HTR4
NM_201348	0	1	5	1	2	2	1	2	1	5809	PRELP
NM_203281	0	1	0	0	1	0	0	0	0	2583	BMX
NM_203289_2	0	1	0	0	0	0	0	0	0	1735	POU5F1
NM_205837_2	0	0	0	0	0	0	0	0	0	734	LST1
NM_205837_5	0	0	0	0	0	0	0	0	0	734	LST1
NM_205838	0	0	0	0	0	0	0	0	0	671	LST1
NM_205838_5	0	0	0	0	0	0	0	0	0	671	LST1
NM_205839_2	0	0	0	0	0	0	0	0	0	764	LST1
NM_205839_7	0	0	0	0	0	0	0	0	0	764	LST1
NM_205840_2	0	0	0	0	0	0	0	0	0	604	LST1
NM_205840_3	0	0	0	0	0	0	0	0	0	604	LST1
NM_205856_2	0	1	0	0	0	0	0	0	0	734	SPACA5
NM_206828	0	0	0	0	0	0	0	0	0	3250	NLRP7
NM_206938	0	1	1	0	0	0	0	0	1	2873	MS4A7
NM_206939	0	1	1	0	0	0	0	0	1	2960	MS4A7
NM_206940	0	1	1	0	0	0	0	0	1	2825	MS4A7
NM_207102	0	0	1	0	0	0	0	1	0	1647	FBXW12
NM_207172	0	1	0	0	1	4	1	0	0	1567	NPSR1
NM_207173	0	0	0	0	0	1	1	0	0	1410	NPSR1
NM_207335	0	3	1	2	0	4	5	3	2	5268	KBTBD12
NM_207386	0	0	0	0	0	0	0	0	0	7415	SHISA6
NM_207411	0	2	0	1	0	0	1	0	0	4890	XKR5
NM_207412	0	1	0	1	0	0	0	1	0	2250	C8orf86
NM_207422	0	0	0	1	0	0	0	0	0	2269	FLJ44635
NM_207440	0	0	1	0	0	0	0	0	0	2241	C13orf35
NM_212535	0	1	0	2	1	0	1	1	3	2711	PRKCB
NM_213606	0	1	0	0	1	0	2	1	0	4622	SLC16A12
NM_213633	0	1	1	0	2	2	1	1	1	1753	PSG4
NR_001298_2	0	0	0	0	0	0	0	0	0	333	HLA-DRB6
NR_001435_7	0	0	0	0	0	0	0	0	0	805	HLA-DPB2
NR_001448	0	0	0	0	0	0	0	0	0	1705	ADAM5
NR_001554	0	0	0	0	0	0	0	0	0	795	CSPG4P1Y
NR_001571	0	0	0	0	0	0	0	0	0	46	RNY5
NR_001590_6	0	0	0	0	0	0	0	0	0	343	IFITM4P
NR_001591	0	3	2	4	1	1	1	4	4	1430	TPTEP1
NR_002140	0	1	0	0	0	1	0	0	0	1502	OR6W1P
NR_002556	0	0	0	2	1	1	1	2	2	1478	LOC388242
NR_002557	0	0	0	2	1	1	1	2	2	1478	LOC613038
NR_002711	0	2	0	1	0	0	0	1	0	1812	CLK2P
NR_002727	0	1	0	1	2	0	0	0	0	5115	RFPL1-AS1
NR_002784	0	1	0	0	0	0	0	0	0	3131	SMEK3P
NR_002793	0	1	0	0	0	0	0	0	0	2613	TPTE2P3
NR_002829	0	1	0	0	0	0	0	0	0	124	P2RX6P
NR_002837	0	2	1	3	1	3	1	3	1	961	UBE2MP1
NR_002931	0	3	4	1	4	3	10	5	5	1935	CLEC4GP1
NR_002935	0	2	1	0	1	0	0	0	1	855	FABP5P3
NR_002937	0	0	0	1	0	0	1	0	1	575	IGBP1P1
NR_002941	0	1	1	3	1	5	3	10	5	983	PDCL3P4
NR_002971_5	0	0	0	0	0	0	0	0	0	132	SNORA38
NR_002971_6	0	0	0	0	0	0	0	0	0	132	SNORA38
NR_003127	0	2	1	0	1	4	2	1	0	3508	ZNF542
NR_003129_3	0	0	0	0	0	0	0	0	0	1064	RNF5P1
NR_003129_5	0	0	0	0	0	0	0	0	0	1064	RNF5P1
NR_003129_8	0	0	0	0	0	0	0	0	0	1064	RNF5P1
NR_003140_2	0	0	0	0	0	0	0	0	0	76	SNORD117
NR_003144	0	1	0	2	1	1	0	2	3	738	ANP32AP1
NR_003191	0	1	0	0	1	0	1	0	0	1755	GGTA1P
NR_003291	0	1	0	0	0	0	0	0	0	2895	ANKRD18DP
NR_003603	0	1	0	1	0	0	1	1	0	1255	HAVCR1P1
NR_003673_3	0	0	0	0	0	0	0	0	0	652	LY6G6E
NR_003922	0	1	0	0	0	0	0	3	0	1842	PMCHL2
NR_003927	0	1	0	0	1	0	0	0	0	1551	UOX
NR_004407	0	0	0	0	0	0	0	0	0	135	RNU11
NR_004844	0	2	3	2	0	1	2	3	0	1473	RPL13AP3
NR_004845	0	9	7	9	8	14	19	11	10	1381	LOC644936
NR_015394	0	1	0	0	0	0	0	0	0	1306	LINC00636
NR_015417	0	0	0	0	1	1	1	1	1	2243	LOC284276
NR_015422	0	0	0	0	0	0	1	0	0	1123	LOC149134
NR_024015	0	1	0	2	6	1	0	1	0	1085	TDRG1
NR_024047	0	1	0	1	0	0	1	1	0	2842	WNT2
NR_024055	0	2	1	0	1	4	2	1	0	3411	ZNF542
NR_024056	0	2	1	0	1	4	2	1	0	3664	ZNF542
NR_024057	0	2	1	0	1	4	2	1	0	3592	ZNF542
NR_024096	0	1	0	0	0	0	0	0	0	1627	LINC00523
NR_024160	0	0	2	0	0	0	0	0	0	955	LINC00626
NR_024240_6	0	0	0	0	0	0	0	0	0	1554	HLA-J
NR_024277	0	0	0	0	0	0	1	0	0	1851	AGPAT4-IT1
NR_024347	0	1	0	0	0	1	0	1	0	2243	LINC00304
NR_024354	0	0	0	0	0	0	0	0	0	461	CHODL-AS1
NR_024406	0	1	0	1	3	1	0	0	0	2618	LOC732275
NR_024440	0	0	0	0	0	0	0	0	0	628	LOC729609
NR_024472	0	0	0	0	0	0	0	0	0	1844	RSU1P2
NR_024541_4	0	0	0	0	0	0	0	0	0	571	LY6G6E
NR_026540	0	1	0	1	2	0	1	0	0	1605	SLC25A51P1
NR_026571	0	3	1	1	0	3	0	1	1	4374	NOX4
NR_026657	0	1	0	0	0	0	0	0	1	491	LOC100240734
NR_026679	0	0	0	0	0	0	0	0	0	2913	LINC00032
NR_026744	0	0	0	0	0	0	0	0	0	1752	LOC400794
NR_026764	0	1	1	3	0	3	2	5	3	1330	LINC00593
NR_026771	0	0	0	1	2	2	2	3	2	4260	DKFZP434L187
NR_026832	0	2	1	1	1	0	2	1	0	11868	LOC150622
